id,description,kwp,cost,roof_structure,tension_pattern,components,panel_specs,inverter_specs,distributor_name,distributor_code,availability,is_active,created_at,updated_at
69514,"Gerador edeltec solar solis 157,76 kwp tri. 380v solo (110k/580w)",157.76,220329.27,6,4,"[""38 CONECTOR T4 MACHO\/FEMEA 1000V TI-LANE"",""1 CABO EDELTEC SOLAR PV 1.8KVCC 6MM PRETO NBR 16612 - BOBINA 500MTS"",""1 CABO EDELTEC SOLAR PV 1.8KVCC 6MM VERMELHO NBR 16612 - BOBINA 500MTS"",""1 INVERSOR 380V SOLIS 8MPPT TRIFASICO 110KW 110K-5G-PRO WIFI"",""46 ESTRUTURA P\/ 6 MOD. SKS SOLO (S\/ FECHAMENTO) 45MS"",""16 FECHAMENTO DE MESA SKS P\/ ESTRUTURA SOLO 45MS"",""272 MODULO SOLAR LONGI 580W LR5-72-HTH-580M 144 CELLS MONO HPBC - 720 UN\/CNTR""]","{""brand"":""LONGI"",""power"":580,""model"":""Dados T\u00e9cnicos do Modulo"",""logo"":"""",""efficiency"":""N\/I"",""warranty"":12,""linear_warranty"":25}","{""brand"":""SOLIS"",""power"":110,""model"":""Dados T\u00e9cnicos do Inve"",""logo"":""\/EdeltecApiPackage\/img\/inverters\/solis.png"",""warranty"":10}",EDELTEC,ea59dcae-c3a7-4aae-908d-5d2c85b13adb,2025-05-07,0,2025-05-07 17:12:22,2025-08-15 23:45:14
